ts,action,mint,symbol,pool,sol_lamports,token_raw,usd_value,gecko_price_usd,reason,signature,note,arm
1788241723,paper_buy,FNcQ9VcCygnGF3Ky16nNLkt79fcJfyAyvFZNfWeEpump,Nathan,pump,19173130,665530406347,2,,,,paper,wait30
1788241723,paper_buy,AJgeJh4vV4WbJrhJKsRt1v1tyekDrMS9JAb8cYobpump,buy  on my 8%,pump,19173130,676865446497,2,,,,paper,wait30
1788241723,paper_buy,AGDbse9pja3rTomCfopjRfi8JLeNE2tkUZcj4vHrpump,peteynut,pump,19173130,676865446519,2,,,,paper,wait30
1788241723,paper_buy,7vqkqwjLHKig6sDZW7kZjw3ZJ2anc2Gv6cUzobf3pump,QUANTUM,pump,19173130,676419032553,2,,,,paper,wait30
1788241723,paper_buy,6sVTyHP1FCo9fobnLN61Je9HKa2M9boZKVgYbTQkpump,PROSTATE,pump,19173130,653010813952,2,,,,paper,wait60
1788241723,paper_buy,qWLreovfbrr46uoaUvxb8ivDPuv4EPKFYWfjF3tpump,BIG OG,pump,19173130,676419032575,2,,,,paper,wait60
1788241723,paper_buy,6pZBkMDQT8dBJB5xFMtFwEwhPjcgeBW4i7Yx7tYJpump,BIG OG,pump,19173130,676419032575,2,,,,paper,wait60
1788241723,paper_buy,BHxF19DX8FPs1m9b9gZcSVdaFCmY861mYsRRPL4Dpump,HORIZON,5pTMuNssNYh5sRde6LsGdMzuiSHm9VM3xmx2fBBDc1at,19173130,118627577122,2,0.012700877884570035,,,paper,wait120
1788241723,paper_buy,6sVTyHP1FCo9fobnLN61Je9HKa2M9boZKVgYbTQkpump,PROSTATE,pump,19173130,653010813952,2,,,,paper,wait120
1788241723,paper_buy,qWLreovfbrr46uoaUvxb8ivDPuv4EPKFYWfjF3tpump,BIG OG,pump,19173130,676419032575,2,,,,paper,wait120
1788241723,paper_buy,4BRQJBdpdWbhUjNK7YaJTGgHo3iW35J3gYvv9v5Epump,‎ ,pump,19173130,676865446406,2,,,,paper,hold10m
1788241723,paper_buy,BxjnZDjRtcar9ML6CgUEN9GudceHwFBAbcu5e8LaEGXi,BONK,pump,19173130,672746192018,2,,,,paper,hold10m
1788241723,paper_buy,FNcQ9VcCygnGF3Ky16nNLkt79fcJfyAyvFZNfWeEpump,Nathan,pump,19173130,665530406347,2,,,,paper,trail
1788241723,paper_buy,AJgeJh4vV4WbJrhJKsRt1v1tyekDrMS9JAb8cYobpump,buy  on my 8%,pump,19173130,676865446497,2,,,,paper,trail
1788241723,paper_buy,AGDbse9pja3rTomCfopjRfi8JLeNE2tkUZcj4vHrpump,peteynut,pump,19173130,676865446519,2,,,,paper,trail
1788241723,paper_buy,7vqkqwjLHKig6sDZW7kZjw3ZJ2anc2Gv6cUzobf3pump,QUANTUM,pump,19173130,676419032553,2,,,,paper,trail
1788241723,paper_sell,BHxF19DX8FPs1m9b9gZcSVdaFCmY861mYsRRPL4Dpump,HORIZON,5pTMuNssNYh5sRde6LsGdMzuiSHm9VM3xmx2fBBDc1at,,126165809473,2.1142,,time,,paper pnl +0.1142,birth
1788241723,paper_sell,Hk8tNDRsvD6bsBiqARngLRfsXZCyfbUatHFxdKzNjDZu,PONS,GH4xnjipuypBqoLQsrKRrak57r3N7vonT58WG9HknMxu,,10784429202,0.0002,,time,,paper pnl -1.9998,birth
1788241723,paper_sell,BHxF19DX8FPs1m9b9gZcSVdaFCmY861mYsRRPL4Dpump,HORIZON,5pTMuNssNYh5sRde6LsGdMzuiSHm9VM3xmx2fBBDc1at,,126165809473,2.1142,,time,,paper pnl +0.1142,wait30
1788241723,paper_sell,Hk8tNDRsvD6bsBiqARngLRfsXZCyfbUatHFxdKzNjDZu,PONS,GH4xnjipuypBqoLQsrKRrak57r3N7vonT58WG9HknMxu,,10784429202,0.0002,,time,,paper pnl -1.9998,wait30
1788241723,paper_sell,CaSSXA2sFnvGDKNAoZmPMvBJ2NXFdA8iCopQB966HDJL,CALLOUT,7mQUSBrHQdEBBQZvMebJFVsdpmakSm4RjBnFhYvm8jZy,,33364943098,0.035,,time,,paper pnl -1.9650,wait30
1788241723,paper_sell,Hk8tNDRsvD6bsBiqARngLRfsXZCyfbUatHFxdKzNjDZu,PONS,GH4xnjipuypBqoLQsrKRrak57r3N7vonT58WG9HknMxu,,10784429202,0.0002,,time,,paper pnl -1.9998,wait60
1788241723,paper_sell,FkBZvDqUxg4Cm7EXkY1ua4bGihecqTtwUpvgEH7LpKWt,ROBBIE,FcUcqV8s4LAnY8vykaBfR9Y2LukvaDp2fhyAyYnbmv3V,,69485901833,1.9238,,time,,paper pnl -0.0762,wait60
1788241723,paper_sell,MAj9qDfvj5Vwva2cp1jYNLRjsUB6xsnVy5rFdBobByx,084BEAR,FF7fBEsae3ih8AYdwSdWz58pc4TFJxvLxzudk1ER1cjd,,3848343833,2.2057,,time,,paper pnl +0.2057,wait120
1788241723,paper_sell,6sVTyHP1FCo9fobnLN61Je9HKa2M9boZKVgYbTQkpump,PROSTATE,pump,,653457488907,1.9495,,time,,paper pnl -0.0505,birth
1788241723,paper_sell,qWLreovfbrr46uoaUvxb8ivDPuv4EPKFYWfjF3tpump,BIG OG,pump,,676881714211,1.9495,,time,,paper pnl -0.0505,birth
1788241723,paper_sell,6pZBkMDQT8dBJB5xFMtFwEwhPjcgeBW4i7Yx7tYJpump,BIG OG,pump,,676881714211,1.9495,,time,,paper pnl -0.0505,birth
1788241723,paper_sell,6sVTyHP1FCo9fobnLN61Je9HKa2M9boZKVgYbTQkpump,PROSTATE,pump,,653457488907,1.9495,,time,,paper pnl -0.0505,wait30
1788241723,paper_sell,BHxF19DX8FPs1m9b9gZcSVdaFCmY861mYsRRPL4Dpump,HORIZON,5pTMuNssNYh5sRde6LsGdMzuiSHm9VM3xmx2fBBDc1at,,125172130756,2.0962,,time,,paper pnl +0.0962,wait60
1788241723,paper_sell,FkBZvDqUxg4Cm7EXkY1ua4bGihecqTtwUpvgEH7LpKWt,ROBBIE,FcUcqV8s4LAnY8vykaBfR9Y2LukvaDp2fhyAyYnbmv3V,,71394809874,1.9773,,time,,paper pnl -0.0227,wait120
1788241723,paper_sell,Hk8tNDRsvD6bsBiqARngLRfsXZCyfbUatHFxdKzNjDZu,PONS,GH4xnjipuypBqoLQsrKRrak57r3N7vonT58WG9HknMxu,,7726607967,0.0001,,time,,paper pnl -1.9999,wait120
1788241738,paper_buy,EgcQeopkf7HYqb9nTZGv3MiTViLDvY6BjMi6XFuBCFvm,NOR,pump,19173130,673602035680,2,,,,paper,wait60
1788241738,paper_buy,4BRQJBdpdWbhUjNK7YaJTGgHo3iW35J3gYvv9v5Epump,‎ ,pump,19173130,676865446406,2,,,,paper,wait120
1788241738,paper_buy,BxjnZDjRtcar9ML6CgUEN9GudceHwFBAbcu5e8LaEGXi,BONK,pump,19173130,672746192018,2,,,,paper,wait120
1788241738,paper_buy,9EUb9QQ85Ms6uV3rHZwbwFxDbgm5UJewfnTSzEY1pump,Petey,pump,19173130,676820895540,2,,,,paper,trail
1788241738,paper_buy,C4DkRcFaVG2T98RDHmSb1iG5RNEhGCgtVUULEtN7pump,Petey,pump,19173130,676860991307,2,,,,paper,trail
1788241874,paper_buy,51GYsrVh4GCY7GZAoJ15S1r227pQi5vxtyBr3kc3pump,normie,pump,19188116,580971725806,2,,,,paper,birth
1788241874,paper_buy,A2EBWb8qTnEQ9rDh1sQe3gRKaktNzm1oG6TwQhYmpump,Prostate ,pump,19188116,677349610878,2,,,,paper,birth
1788241874,paper_buy,3QaTxpfDDiRUvwBAeoimfMhBktUXwAGFkt7gBesapump,normie,pump,19188116,659953851909,2,,,,paper,birth
1788241874,paper_buy,HaBNv43sNAm1on7fgZ64zsqrYNd69C9cnqGZo1HRpump,WAKE UP,pump,19188116,661642881779,2,,,,paper,birth
1788241874,paper_buy,6qS3rXuS2oyySneqeYuToohNoS6SMrs6cWvRJkMvpump,peteynut,pump,19188116,677394196738,2,,,,paper,wait30
1788241874,paper_buy,C8nTxo8kVmpKR4RYpMbhkyJc4RUvDKVEsnALvRk3pump,LPC,pump,19188116,10616164691091,2,,,,paper,wait30
1788241874,paper_buy,xfKgt31KgUbdubmfaRPnfbSw6wPi4MQMM2R7usHpump,CASHCAT,pump,19188116,676247033948,2,,,,paper,wait30
1788241874,paper_buy,7kkrsyjrr2vg9ydPzwiSjdXxEzv3er2F2Lf9tBXhpump,mogcoin,pump,19188116,676948536665,2,,,,paper,wait60
1788241874,paper_buy,F4geaCqU7RE1x2E7rLFucXwrSE39x2dnQY21tdpJpump,Prostate,pump,19188116,677394196422,2,,,,paper,wait60
1788241874,paper_buy,9EUb9QQ85Ms6uV3rHZwbwFxDbgm5UJewfnTSzEY1pump,Petey,pump,19188116,677349610968,2,,,,paper,wait60
1788241874,paper_buy,Dcq2LuFa8g7Sw7Tc5mS7ghTyaXfpjjCQwgmQzMzPpump,CATBRA,pump,19188116,655588464205,2,,,,paper,wait120
1788241874,paper_buy,4pT4Suy4sTsuKpdo6s95RRvP7A4HxeTa6zjv2LNEpump,FunkCat,pump,19188116,668333138252,2,,,,paper,wait120
1788241874,paper_buy,51GYsrVh4GCY7GZAoJ15S1r227pQi5vxtyBr3kc3pump,normie,pump,19188116,580971725806,2,,,,paper,hold10m
1788241874,paper_buy,A2EBWb8qTnEQ9rDh1sQe3gRKaktNzm1oG6TwQhYmpump,Prostate ,pump,19188116,677349610878,2,,,,paper,hold10m
1788241874,paper_buy,3QaTxpfDDiRUvwBAeoimfMhBktUXwAGFkt7gBesapump,normie,pump,19188116,659953851909,2,,,,paper,hold10m
1788241874,paper_buy,HaBNv43sNAm1on7fgZ64zsqrYNd69C9cnqGZo1HRpump,WAKE UP,pump,19188116,661642881779,2,,,,paper,hold10m
1788241874,paper_buy,6qS3rXuS2oyySneqeYuToohNoS6SMrs6cWvRJkMvpump,peteynut,pump,19188116,677394196738,2,,,,paper,trail
1788241874,paper_buy,C8nTxo8kVmpKR4RYpMbhkyJc4RUvDKVEsnALvRk3pump,LPC,pump,19188116,10616164691091,2,,,,paper,trail
1788241874,paper_buy,xfKgt31KgUbdubmfaRPnfbSw6wPi4MQMM2R7usHpump,CASHCAT,pump,19188116,676247033948,2,,,,paper,trail
1788241874,paper_sell,4BRQJBdpdWbhUjNK7YaJTGgHo3iW35J3gYvv9v5Epump,‎ ,pump,,676865446406,1.9466,,time,,paper pnl -0.0534,birth
1788241874,paper_sell,BxjnZDjRtcar9ML6CgUEN9GudceHwFBAbcu5e8LaEGXi,BONK,pump,,672746192018,1.9466,,time,,paper pnl -0.0534,birth
1788241874,paper_sell,FNcQ9VcCygnGF3Ky16nNLkt79fcJfyAyvFZNfWeEpump,Nathan,pump,,665530406347,1.9141,,time,,paper pnl -0.0859,wait30
1788241874,paper_sell,AJgeJh4vV4WbJrhJKsRt1v1tyekDrMS9JAb8cYobpump,buy  on my 8%,pump,,676865446497,1.9466,,time,,paper pnl -0.0534,wait30
1788241874,paper_sell,AGDbse9pja3rTomCfopjRfi8JLeNE2tkUZcj4vHrpump,peteynut,pump,,676865446519,1.9466,,time,,paper pnl -0.0534,wait30
1788241874,paper_sell,7vqkqwjLHKig6sDZW7kZjw3ZJ2anc2Gv6cUzobf3pump,QUANTUM,pump,,676419032553,1.9454,,time,,paper pnl -0.0546,wait30
1788241874,paper_sell,6sVTyHP1FCo9fobnLN61Je9HKa2M9boZKVgYbTQkpump,PROSTATE,pump,,653010813952,1.9467,,time,,paper pnl -0.0533,wait60
1788241874,paper_sell,qWLreovfbrr46uoaUvxb8ivDPuv4EPKFYWfjF3tpump,BIG OG,pump,,676419032575,1.9454,,time,,paper pnl -0.0546,wait60
1788241874,paper_sell,6pZBkMDQT8dBJB5xFMtFwEwhPjcgeBW4i7Yx7tYJpump,BIG OG,pump,,676419032575,1.9454,,time,,paper pnl -0.0546,wait60
1788241874,paper_sell,BHxF19DX8FPs1m9b9gZcSVdaFCmY861mYsRRPL4Dpump,HORIZON,5pTMuNssNYh5sRde6LsGdMzuiSHm9VM3xmx2fBBDc1at,,118627577122,2.0872,,time,,paper pnl +0.0872,wait120
1788241874,paper_sell,6sVTyHP1FCo9fobnLN61Je9HKa2M9boZKVgYbTQkpump,PROSTATE,pump,,653010813952,1.9467,,time,,paper pnl -0.0533,wait120
1788241874,paper_sell,qWLreovfbrr46uoaUvxb8ivDPuv4EPKFYWfjF3tpump,BIG OG,pump,,676419032575,1.9454,,time,,paper pnl -0.0546,wait120
1788241874,paper_sell,EgcQeopkf7HYqb9nTZGv3MiTViLDvY6BjMi6XFuBCFvm,NOR,pump,,673602035680,1.9466,,time,,paper pnl -0.0534,wait60
1788241874,paper_sell,4BRQJBdpdWbhUjNK7YaJTGgHo3iW35J3gYvv9v5Epump,‎ ,pump,,676865446406,1.9466,,time,,paper pnl -0.0534,wait120
1788241874,paper_sell,BxjnZDjRtcar9ML6CgUEN9GudceHwFBAbcu5e8LaEGXi,BONK,pump,,672746192018,1.9466,,time,,paper pnl -0.0534,wait120
1788241889,paper_buy,3QaTxpfDDiRUvwBAeoimfMhBktUXwAGFkt7gBesapump,normie,pump,19188116,677394196625,2,,,,paper,wait120
1788241889,paper_buy,HaBNv43sNAm1on7fgZ64zsqrYNd69C9cnqGZo1HRpump,WAKE UP,pump,19188116,677394196693,2,,,,paper,wait120
1788241889,paper_buy,2fKLCsEDb7W48K5tjZb13ryrbYocT3kCYRmMJdzfpump,normie,pump,19188116,677394196693,2,,,,paper,wait120
1788241889,paper_buy,DjCmPFEKSibbwTa3afR5ftE1GFT55TQNLf1knywnpump,ANALOS,pump,19188116,417923812981,2,,,,paper,hold10m
1788241889,paper_buy,HoKesTYksDnbWeM9HCHU4Zbmg3Wdb7XuBvv3LMQqpump,TBUCK,pump,19188116,614065946839,2,,,,paper,trail
1788241889,paper_buy,BrhSrDjnYhKSiA9iGVHKFNrmTugyNaSizQcB238Xpump,gur ,pump,19188116,351901964373,2,,,,paper,trail
1788241889,paper_buy,EZ1B9xu3MmbvpWUDe2jbNaNV6P6F6bUDsieSLFRRpump,dogonfone,pump,19188116,674057194713,2,,,,paper,trail
1788241889,paper_buy,E4kvvv4CxuZcBh38rGwJqWu1BcUSnWLvyDfoub6Xpump,SHIBUKI,pump,19188116,465844068973,2,,,,paper,trail
1788242016,paper_buy,7Q4ZWyAr5o4rcTiNwDaWN1G3ak6GLLj79k7ZDLu5pump,ANALOS,pump,19174227,215812325857,2,,,,paper,birth
1788242016,paper_buy,9GHJ5Q14H18aQW16N2fAzyfYHU4MCfwPkzdt6DsQpump,DUNCAN,pump,19174227,375041236030,2,,,,paper,birth
1788242016,paper_buy,N7S3itpnAwaU8pL9PhiJZ2NXQXEgqKxHCfabpUkpump,RST,pump,19174227,554907148,2,,,,paper,birth
1788242016,paper_buy,6qDYsMyTXJAYcafgw6zREygvDcHk1fuFgp3hdvwzpump,G Pro,pump,19174227,659565822167,2,,,,paper,birth
1788242016,paper_buy,DjCmPFEKSibbwTa3afR5ftE1GFT55TQNLf1knywnpump,ANALOS,pump,19174227,451088826425,2,,,,paper,wait30
1788242016,paper_buy,7Q4ZWyAr5o4rcTiNwDaWN1G3ak6GLLj79k7ZDLu5pump,ANALOS,pump,19174227,211896059842,2,,,,paper,wait30
1788242016,paper_buy,9GHJ5Q14H18aQW16N2fAzyfYHU4MCfwPkzdt6DsQpump,DUNCAN,pump,19174227,375041236030,2,,,,paper,wait30
1788242016,paper_buy,DSWc7V7EXt41t8BLcDh364JKuPQdTk4jbyDkhjaBpump,COLLECTORS,pump,19174227,676439517340,2,,,,paper,wait60
1788242016,paper_buy,6AGXRGiqWUPR93eHyYnB1juyXPFXCR3CZrwYP4Mwpump,MANNY,pump,19174227,676859615158,2,,,,paper,wait60
1788242016,paper_buy,HoKesTYksDnbWeM9HCHU4Zbmg3Wdb7XuBvv3LMQqpump,TBUCK,pump,19174227,613621717118,2,,,,paper,wait60
1788242016,paper_buy,BrhSrDjnYhKSiA9iGVHKFNrmTugyNaSizQcB238Xpump,gur ,pump,19174227,358598418486,2,,,,paper,wait60
1788242016,paper_buy,53v6uxaN1PP69gXPdzD6nJctQst7YpwjHsTevtg1pump,$TRASH,pump,19174227,622982659658,2,,,,paper,wait120
1788242016,paper_buy,3ed3FDxn7Pt5SpB8nnP92kvs5q4Gu1z5v9QoivbTWjQR,CLIENT,pump,19174227,676904168595,2,,,,paper,wait120
1788242016,paper_buy,AxTLAR3KA8EgYmuL7txER7PYRKJF8PQy67w47KTLpump,chudball,pump,19174227,676904168550,2,,,,paper,wait120
1788242016,paper_buy,7Q4ZWyAr5o4rcTiNwDaWN1G3ak6GLLj79k7ZDLu5pump,ANALOS,pump,19174227,208085435124,2,,,,paper,hold10m
1788242016,paper_buy,9GHJ5Q14H18aQW16N2fAzyfYHU4MCfwPkzdt6DsQpump,DUNCAN,pump,19174227,370350873468,2,,,,paper,hold10m
1788242016,paper_buy,N7S3itpnAwaU8pL9PhiJZ2NXQXEgqKxHCfabpUkpump,RST,pump,19174227,554906096,2,,,,paper,hold10m
1788242016,paper_sell,51GYsrVh4GCY7GZAoJ15S1r227pQi5vxtyBr3kc3pump,normie,pump,,580971725806,1.8559,,time,,paper pnl -0.1441,birth
1788242016,paper_sell,A2EBWb8qTnEQ9rDh1sQe3gRKaktNzm1oG6TwQhYmpump,Prostate ,pump,,677349610878,1.9496,,time,,paper pnl -0.0504,birth
1788242016,paper_sell,3QaTxpfDDiRUvwBAeoimfMhBktUXwAGFkt7gBesapump,normie,pump,,659953851909,1.8994,,time,,paper pnl -0.1006,birth
1788242016,paper_sell,HaBNv43sNAm1on7fgZ64zsqrYNd69C9cnqGZo1HRpump,WAKE UP,pump,,661642881779,1.9043,,time,,paper pnl -0.0957,birth
1788242016,paper_sell,6qS3rXuS2oyySneqeYuToohNoS6SMrs6cWvRJkMvpump,peteynut,pump,,677394196738,1.9496,,time,,paper pnl -0.0504,wait30
1788242016,paper_sell,C8nTxo8kVmpKR4RYpMbhkyJc4RUvDKVEsnALvRk3pump,LPC,pump,,10616164691091,0.0,,dead,,paper pnl -2.0000,wait30
1788242016,paper_sell,xfKgt31KgUbdubmfaRPnfbSw6wPi4MQMM2R7usHpump,CASHCAT,pump,,676247033948,1.9477,,time,,paper pnl -0.0523,wait30
1788242016,paper_sell,7kkrsyjrr2vg9ydPzwiSjdXxEzv3er2F2Lf9tBXhpump,mogcoin,pump,,676948536665,1.9496,,time,,paper pnl -0.0504,wait60
1788242016,paper_sell,F4geaCqU7RE1x2E7rLFucXwrSE39x2dnQY21tdpJpump,Prostate,pump,,677394196422,1.9496,,time,,paper pnl -0.0504,wait60
1788242016,paper_sell,9EUb9QQ85Ms6uV3rHZwbwFxDbgm5UJewfnTSzEY1pump,Petey,pump,,677349610968,1.9496,,time,,paper pnl -0.0504,wait60
1788242016,paper_sell,Dcq2LuFa8g7Sw7Tc5mS7ghTyaXfpjjCQwgmQzMzPpump,CATBRA,pump,,655588464205,1.9496,,time,,paper pnl -0.0504,wait120
1788242016,paper_sell,4pT4Suy4sTsuKpdo6s95RRvP7A4HxeTa6zjv2LNEpump,FunkCat,pump,,668333138252,1.9481,,time,,paper pnl -0.0519,wait120
1788242016,paper_sell,3QaTxpfDDiRUvwBAeoimfMhBktUXwAGFkt7gBesapump,normie,pump,,677394196625,1.9496,,time,,paper pnl -0.0504,wait120
1788242016,paper_sell,HaBNv43sNAm1on7fgZ64zsqrYNd69C9cnqGZo1HRpump,WAKE UP,pump,,677394196693,1.9496,,time,,paper pnl -0.0504,wait120
1788242016,paper_sell,2fKLCsEDb7W48K5tjZb13ryrbYocT3kCYRmMJdzfpump,normie,pump,,677394196693,1.9496,,time,,paper pnl -0.0504,wait120
1788242041,paper_buy,9EYy9WcTwFzN1iVQUo5UPJXnW1cQEqHM1aLdzn2Lpump,BLUEBALLS,FFUFHesFsM5MKcnJhmbygDKVbftHqSJoWyA5AwD3Dn7L,19186944,60218957711,2,4.160612760330644e-05,,,paper,birth
1788242041,paper_buy,9YXgsM4oS77dYHtdXmStY33enz8594HwUCz3wMRJSXcZ,Bob,4w7CLuDwP1YyvcfSLm5LmMRJ1QELgfwKcfZ6uY2USka4,19186944,133327441949,2,1.3710028722707033e-05,,,paper,birth
1788242041,paper_buy,Dh1EFd1m2hwCPHQwkBpt8KsxJo6LUNtf9i69ZMEnRdws,GPRO,HvKtHY7HkKw1dqqtU6ApaQrGh2t5BXESJJGYzP3ubzen,19186944,79349679254,2,5.062880865233557e-05,,,paper,birth
